,fileslug,id,sf_abstract,tags,title,link
679,S13-394_machine-learning-features-for,63310,"Stanford researchers have developed descriptors based on OpenEye Rapid Overlay of Chemical Structures (ROCS) that, when paired with machine learning methods improve virtual screening performance. ...",Machine learning; Virtual screening; Drug development; Active learning; Receiver operating characteristic; ,Machine learning features for ligand-based drug discovery.,[]
680,S13-392_a-live-cell-sensor-for-cyclin,63309,Scientists in Dr. Tobias Meyer’s lab at Stanford have developed a live-cell fluorescent sensor for cyclin-dependent kinase 2 (CDK2) activity.  Cellular transitions from proliferation to ...,Cyclin-dependent kinase; Fluorescence; Cyclin-dependent kinase 2; Cell cycle; Kinase; Time-lapse microscopy; Virus; Signal-to-noise ratio; Mitosis; ,A live-cell sensor for cyclin-dependent kinase 2 activity,['http://dx.doi.org/10.1016/j.cell.2013.08.0']
681,S13-389_asap1-and-asap2-fluorescent-voltage,63308,Researchers in Dr. Michael Lin’s lab have developed a fluorescent voltage sensor for non-invasive optical monitoring of electrical events in living cells  in vitro  and ...,Fluorescence; Neuron; Action potential; Dynamic range; High-throughput screening; Ion channel; Cardiac muscle; Membrane potential; Image stabilization; Förster resonance energy transfer; Red blood cell; ,ASAP1 and ASAP2: Fluorescent voltage sensor with fast kinetics for imaging high-frequency neuronal electrical activity,"['http://www.nature.com/neuro/journal/vaop/ncurrent/pdf/nn.3709.p', 'http://www.nature.com/nmeth/journal/v9/n10/pdf/nmeth.2171.p']"
682,S13-374_hetero-atom-and-nitrogen-containing,63307,"Stanford researchers have designed, synthesized, and tested nitrogen-doped mesoporous carbon-based sorbents for CO 2  separation from gas mixtures and high surface area electrodes. These high ...",Mesoporous material; Adsorption; Electrode; Conductive polymer; Nitrogen; Functional group; Gel; Carbon; Pyrrole; Tortuosity; Mass transfer; Combustion; Transmission electron microscopy; Crystal structure; Microporous material; Polyaniline; Graphene; Specific surface area; Electric double-layer capacitor; Electrocatalyst; Carbon dioxide; Water purification; ,Hetero-atom and Nitrogen Containing Meso- and Micro- Porous Carbon,"['http://pubs.acs.org/doi/abs/10.1021/acscentsci.5b001', 'http://www.sciencedirect.com/science/article/pii/S18766102140204']"
683,S13-371_side-chain-and-end-chain,63306,"Stanford researchers have developed a versatile molecular engineering approach, via random copolymerization, to gain good processability while maintaining high charge transport and photovoltaic performance for ...",Molecular engineering; Copolymer; Solar cell; Polystyrene; Molecular mass; Polymer; Solubility; Semiconductor; Optoelectronics; Polymer solar cell; Heterojunction; Tetrachloroethylene; Organic semiconductor; OLED; ,Side-chain and End-chain Engineering of Organic Conjugated Polymers,['http://pubs.acs.org/doi/abs/10.1021/cm40242']
684,S13-367_materials-processes-and-methods,63305,"Stanford Researchers from the Department of Pediatrics have created a family-based, group behavioral weight control program for overweight and obese children (ages 8-12) and adolescents ...",,"Materials, processes and methods used in the Stanford Pediatric Weight Control Program/Packard Pediatric Weight Control Program",[]
685,S13-362_new-anesthetic-agents-based-on-a,63304,"General anesthesia has been administered for over 160 years, however, the medical literature shows that all currently used intravenous anesthetic agents are associated with an ...",General anaesthesia; Intravenous therapy; Comorbidity; Lead compound; Gamma-Aminobutyric acid; Electrophysiology; Ion channel; Mammal; Anesthesia; Neuromodulation; ,New Anesthetic Agents based on a Novel Chemical Core,[]
686,S13-343_customizable-genotyping-with,63303,"Researchers in Prof. Hanlee Ji’s laboratory have developed a robust, highly customizable assay for quantifying genetic aberrations on a digital PCR platform. This technology could ...",Digital polymerase chain reaction; Assay; Chromosome abnormality; Mutation; DNA; Single-nucleotide polymorphism; Primer (molecular biology); Allele; Wild type; Polymerase chain reaction; Amplicon; Fluorescence; Amplitude; TaqMan; Gene expression; Red blood cell; Chromosome; Copy-number variation; Complementary DNA; Oligonucleotide; Dye; Oligonucleotide synthesis; ,Customizable Genotyping with Digital PCR Platform,"['http://jmd.amjpathol.org/article/S1525-1578(17)30010-7/p', 'http://dx.doi.org/10.1016/j.jmoldx.2017.05.00', 'https://patentscope.wipo.int/search/en/detailPdf.jsf?ia=US2014070657&docIdPdf=id00000029675861&parSeparator1=&name=WO2015095225QUANTIFICATION+OF+MUTANT+ALLELES+AND+COPY+NUMBER+VARIATION+USING+DIGITAL+PCR+WITH+NONSPECIFIC+DNA-BINDING+DYES&parSeparator2=&woNum=WO2015095225&prevRecNum=1&nextRecNum=2&recNum=1&queryString=&office=&sortOption=&prevFilter=&maxRe', 'http://pubs.acs.org/doi/pdf/10.1021/ac40384']"
687,S13-342_real-time-visualization-of,63302,"Researchers in Prof. Lei Xing’s laboratory have developed a non-invasive technique to visualize a radiation therapy (RT) beam shape, intensity and 3-D location in context ...",Radiation therapy; Triangulation; External beam radiotherapy; Head and neck cancer; ,Real-Time Visualization of Radiation Therapy Beam,"['http://scitation.aip.org/content/aapm/journal/medphys/42/1/10.1118/1.49012', 'http://www.aapm.org/meetings/2014AM/PRAbs.asp?mid=90&aid=237']"
688,S13-335_very-rapid-medical-multi-beam-linac,63301,Stanford researchers have proposed extremely rapid radiation therapy technology that can deliver radiation treatment fast enough to mitigate or remove the impact of physiologic motion ...,Linear particle accelerator; Radio frequency; Radiation therapy; Photon; Waveguide; Microwave; Electron; Polarizer; Transformers technology; Neuroimaging; Cancer; Cathode ray tube; Stereotactic surgery; Radiosurgery; Ablation; Zygapophysial joint; Brain; Neuromodulation (medicine); Lung; ,Very rapid medical multi-beam linac using a novel radiofrequency power distribution system,['http://oai.dtic.mil/oai/oai?verb=getRecord&metadataPrefix=html&identifier=ADA6079']
689,S13-327_materials-for-capture-release-and,63300,"Researchers in Prof. Hemamala Karunadasa’s laboratory have developed inexpensive, robust, high capacity hybrid materials for reversible or irreversible capture of halogens (chlorine, bromine, and iodine ...",Iodine; Halogen; Chlorine; Bromine; Time release technology; Iodine-131; Nuclear fuel; Solid; Air filter; Ion; Thin film; Half-life; Nanoparticle; Zeolite; Metal-organic framework; Nuclear transmutation; Absorption (electromagnetic radiation); Chemisorption; ,"Materials for capture, release, and separation of iodine and other halogens",['http://www.stanford.edu/group/karunadasalab/publications/paper1.p']
690,S13-326_method-and-apparatus-to-create-a,63299,Stanford researchers have developed a new technology to create a programmable yet low power processing core targeting imaging systems. This core is built around a ...,Video processing; Image processing; Graphics processing unit; SIMD; Smartphone; Small form factor; Optics; Computational photography; Computer vision; ,Method and Apparatus To Create A Low Power Programmable Stencil Processing Engine for Image/Video Processing and Related Applications,['http://csl.stanford.edu/~christos/publications/2013.convolution.isca.p']
691,S13-317_electric-field-control-of-protein,63297,Researchers in Dr. Roger Howe’s lab have developed a method to control the orientation of proteins and other biomolecules during immobilization on a solid-state surface. ...,Roger Evans Howe; Protein; Biomolecule; Biosensor; Fluorescence; Modulation; Signal-to-noise ratio; Physisorption; Atomic force microscopy; Methods of detecting extrasolar planets; Virus; Microfluidics; Immunoassay; ELISA; Surface enhanced Raman spectroscopy; Adsorption; Assay; ,Electric Field Control of Protein Immobilization,['http://www.pnas.org/content/112/7/19']
692,S13-314_spectral-x-ray-detector,63296,"Stanford researchers have developed an in-depth photon counting x-ray detector (PCXD), a multi-layer detector arrangement which has been introduced to tackle photon count rate limitations ...",Spectral imaging; X-ray computed tomography; ,Spectral x-ray detector,[]
693,S13-311_electro-assisted-transfer-and,63295,Researchers in Professor Xiaolin Zheng’s laboratory have developed a novel method of both transferring and fabricating vertical silicon nanowire arrays through controlled oxidation.  By directing ...,Nanowire; Electric field; Etching (microfabrication); Porosity; Diffusion; Field-effect transistor; Solar cell; ,Electro-Assisted Transfer and Fabrication of Vertical Silicon Wire Arrays,['http://pubs.acs.org/doi/abs/10.1021/nl40217']
694,S13-294_immunomodulatory-therapy-for,63293,This invention is comprised of a new cell-based immunomodulatory therapy using regulatory macrophages (Mreg) to prevent right ventricular dysfunction caused by pulmonary hypertension. Chronic pulmonary ...,Immunotherapy; Pulmonary hypertension; Macrophage; Pathophysiology; Peripheral blood mononuclear cell; ,Immunomodulatory Therapy for Pulmonary Hypertension,['http://www.google.com/patents/WO2015084730A1?cl=']
695,S13-291_facilitating-the-controlled-growth,63292,"Stanford researchers have patented a method of growing catalyst and dielectric nanocrystals on graphene surfaces. Hydrogen plasma treats the graphene surface, controls nanocrystal growth, and ...",Dielectric; Graphene; Catalysis; Nanocrystal; Plasma (physics); Atomic layer deposition; Boron nitride; Molybdenum; Tungsten; Selenide; Hydrogen; Thin film; Hydrogenation; Fuel cell; Solar cell; Wet chemistry; ,Facilitating the controlled growth of catalysts and dielectrics on graphene surfaces,['http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20150247258.PGNR.&OS=DN/20150247258&RS=DN/201502472']
696,S13-288_method-of-creating-improved,63291,Stanford researchers have improved material quality and suspension of micro- and nanostructures on lattice-mismatched substrates. Epitaxial growth of material on a lattice-mismatched substrate typically results ...,Microelectromechanical systems; Photonics; Microfluidics; Dislocation; Annealing (metallurgy); Germanium; Crystal structure; Etching (microfabrication); ,"Method of creating improved material quality, suspended material structures on lattice-mismatched substrates for MEMS and photonics applications","['http://otl.stanford.edu/lagan/13288/doc1.p', 'http://pubs.acs.org/doi/abs/10.1021/nl40172', 'http://pubs.acs.org/doi/abs/10.1021/nl40281']"
697,S13-268_pcamask-a-novel-approach-for,63289,The genomes of admixed individuals are unique in that they are comprised of a mosaic of DNA segments derived from different ancestral populations. The advent ...,Genome; Chromosome; Algorithm; Genetic admixture; Principal component analysis; ,PCAmask: a novel approach for elucidating the evolutionary history of human populations through local ancestry deconvolution in admixed individuals,['http://www.keepandshare.com/doc/6709280/2236994?da=y&ifr']
698,S13-260_nanoprobes-for-in-vivo-drug,63288,Researchers in Dr. Jianghong Rao’s lab have developed nanoprobes for monitoring drug-induced hepatotoxicity  in vivo  in real time.  Drug toxicity is a long-standing concern of ...,Hepatotoxicity; Pharmaceutical drug; Withdrawal; Biomarker; Histology; Quantum dot; Fluorophore; Longitudinal study; Analyte; Drug development; Patient safety; Oxygen; ,Nanoprobes for in vivo drug toxicity imaging,"['https://patents.google.com/patent/US9849198B', 'http://dx.doi.org/10.1038/nbt.28', 'http://www.rsc.org/chemistryworld/2014/03/nanoparticle-sensors-detect-drug-toxicity-ros-rns-liv', 'http://dx.doi.org/10.1002/anie.2013034']"
699,S13-249_android-program-analysis-tools,63287,"Unlike traditional anti-malware products that enforce one narrow definition of security, this flexible, policy-based Android application management platform enables customized enterprise-specific security, privacy, and compliance ...",,Android Program Analysis Tools,[]
700,S13-244_reagents-to-maintain-stem-cell,63286,This invention provides a stem cell culture medium with small molecule inhibitors that can be used to maintain pluripotency in a laboratory atmospheric environment. Using ...,Cell potency; Cell culture; Embryonic stem cell; Induced pluripotent stem cell; Mitochondrion; Growth medium; Oxygen; ,Reagents to maintain stem cell pluripotency in ambient atmosphere,[]
701,S13-240_novel-organic-polymer-nanoparticles,63285,Stanford researchers have developed a new  in vivo  imaging method using near infrared photoluminescence (NIR PL) in the wavelength range 1-1.7 &mu;m which could ...,Polymer; Nanoparticle; Fluorescence; Superlens; X-ray computed tomography; Magnetic resonance imaging; Autofluorescence; Endogeny; Photon; Biocompatibility; Chromophore; Angiography; Infrared; ,Novel organic polymer nanoparticles emitting near infrared fluorescence and their application to biological imaging,"['http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20150056142.PGNR.&OS=DN/20150056142&RS=DN/201500561', 'http://onlinelibrary.wiley.com/doi/10.1002/anie.201307346/abstra', 'http://www.nature.com/nm/journal/v18/n12/full/nm.2995.ht']"
702,S13-238_efficient-high-temperature,63284,Stanford engineers have developed an efficient photoelectrochemical cell (PEC) that uses a mixed ion electron conductor (MIEC) heterojunction to enable high temperature (hundreds of  o ...,Electron; Heterojunction; Hydrogen; Semiconductor; Electrolyte; Photon; Isothermal process; Valence band; Photocathode; Electronvolt; Operating temperature; Gibbs free energy; Charge carrier; Electrocatalyst; Carrier generation and recombination; Photoreceptor cell; Waste heat; Water splitting; ,Efficient High-temperature Photoelectrochemical Cell,"['https://patentimages.storage.googleapis.com/25/83/a9/5f5cd3888bb430/US10036093.p', 'http://dx.doi.org/10.1039/c3cp5253']"
703,S13-223_high-throughput-fabrication-of-thin,63283,"Researchers in Stanford’s Nanoscale Prototyping Laboratory have developed a simple, high throughput method to fabricate ultra-thin, defect-free, single crystal silicon sheets at a competitive cost. ...",Single crystal; Micrometre; ,High Throughput Fabrication of Thin Single Crystal Silicon Sheets,[]
704,S13-222_low-cost-precision-cleaving-of,63282,"Researchers in Prof. Fritz Prinz’ laboratory have developed a high-throughput, low cost method for precise cleavage of silicon, germanium and virtually any material. This approach ...",Germanium; Ingot; Crystallography; Semiconductor device fabrication; ,Low Cost Precision Cleaving of Semiconductor Wafers and Other Materials,[]
705,S13-219_method-to-regulate-pressure-driven,63281,Stanford researchers have discovered a way of regulating pressure-driven flow in fluidic passages by utilizing phase change materials to seal fluidic passages.  Unwanted small differences ...,Phase-change material; Microfluidics; Electrode; Input/output; ,Method to regulate pressure driven flow in fluidic passages by sealing junctions via application of a phase change material,[]
706,S13-215_redesigned-wireless-television-set,63280,"Envision a large TV or display with the weight and portability of a picture frame, enabling everyday users to move around a residence or room ...",Augmented reality; Consumer electronics; Streaming media; ,Redesigned Wireless Television Set,[]
707,S13-210_probes-for-imaging-apoptosis,63279,Dr. Jianghong Rao and colleagues have developed apoptosis imaging probes.  Apoptosis is a multi-step cell death program inherent in every cell.  The ability for cells ...,Apoptosis; Chemotherapy; Tumor; Fluorescence; Positron emission tomography; Caspase; HeLa; Xenotransplantation; Doxorubicin; Biodistribution; ,Probes for imaging apoptosis,['http://dx.doi.org/10.1002/anie.2013034']
708,S13-198_polymer-matrices-for-ambient,63278,"Researchers in Prof. Richard Zare’s laboratory have developed a low-cost, thin, flexible, reusable polymer matrix to be utilized as an ionization vehicle for ambient mass ...",Ambient ionization; Mass spectrometry; Polymer; Porosity; Analyte; Hydrophile; Biomarker; Scissors; Filtration; Capillary action; ,Polymer matrices for ambient ionization mass spectrometry,['http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20150037828.PGNR.&OS=DN/20150037828&RS=DN/201500378']
709,S13-196_autobahn-interconnect-with-multiple,63276,Researchers in Prof. S. C. Zhang’s laboratory have designed high performance interconnects for integrated circuits. These “autobahn” interconnects employ a magnetically doped topological insulator to ...,Integrated circuit; Topological insulator; Electron; Optical interconnect; ,Autobahn interconnect with multiple lanes,['http://arxiv.org/abs/1305.75']
710,S13-189_modification-of-pet-blood,63275,"Dr. Richard Zare and colleagues have developed an inexpensive, fast and simple method for treating polyethylene terephthalate (PET) blood collection tubes (BCTs) to remove bias ...",Polymer; Hydrophobe; Analyte; Adsorption; Surfactant; Clinical chemistry; Liquid chromatography–mass spectrometry; Testosterone; Mass spectrometry; Hydroxyl; Peptide; ,Modification of PET Blood Collection Tubes,"['http://www.sciencedirect.com/science/article/pii/S00099120150043', 'http://pubs.acs.org/doi/abs/10.1021/am50760', 'http://ac.els-cdn.com/S0009912014000204/1-s2.0-S0009912014000204-main.pdf?_tid=5f212aa0-adf9-11e3-90ed-00000aab0f27&acdnat=1395077410_c487fd4d1ec3a179b533cbe69e78dc', 'http://dx.doi.org/10.1016/j.clinbiochem.2013.11.0', 'http://ac.els-cdn.com/S0009912012004663/1-s2.0-S0009912012004663-main.pdf?_tid=5fd2ff44-171f-11e3-9c65-00000aacb362&acdnat=1378491107_da3fb609d838a5df78f3d38e298950', 'http://dx.doi.org/10.1016/j.clinbiochem.2009.10.0', 'http://www.clinchem.org/content/50/12/2398.full.pdf+ht']"
711,S13-187_personalized-cancer-treatment-with,63274,Researchers in Prof. Gerald Crabtree’s laboratory have developed a method for identifying cancer patients that are likely to benefit from treatment with topoisomerase IIa (TOP2A) ...,Topoisomerase; TOP2A; SMARCA4; Tumor suppressor gene; Topoisomerase inhibitor; Bioinformatics; Mutation; SWI/SNF; DNA; ,Personalized Cancer Treatment with Topoisomerase Inhibitors,['http://www.nature.com/nature/journal/v497/n7451/pdf/nature12146.p']
712,S13-175_a-brain-machine-interface-utilizing,63271,Stanford researchers have discovered an algorithm that significantly increases the performance of poorly performing brain machine interfaces (BMIs).  This novel algorithm has two major innovations. ...,Brain–computer interface; Algorithm; Kalman filter; Principal component analysis; Prosthesis; Factor analysis; ,A brain-machine interface utilizing interventions on dimensionality-reduced data,"['http://jn.physiology.org/content/102/1/6', 'http://news.stanford.edu/news/2014/january/brain-control-arms-012814.ht']"
713,S13-173_wireless-ultra-low-power,63270,"Stanford researchers have built a sound powered, wireless medical implant.  The implant contains a piezoelectric energy receiver, an integrated circuit chip, and a loop antenna. ...",Implant (medicine); Piezoelectricity; Integrated circuit; Loop antenna; Ultrasound; Radio frequency; Muscle; Artificial cardiac pacemaker; Bandwidth (signal processing); Regenerative brake; Telecommunications link; Medical device; ,"Wireless, Ultra-Low Power Implantable Device","['https://arbabianlab.stanford.edu/sites/default/files/marcus_biowireless_2016.p', 'http://ieeexplore.ieee.org/xpl/articleDetails.jsp?reload=true&arnumber=73296', 'https://arbabianlab.stanford.edu/sites/default/files/cicc_2014_final.p', 'http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=71099', 'https://www.google.com/patents/US201403364', 'http://engineering.stanford.edu/news/stanford-engineers-develop-tiny-sound-powered-chip-serve-medical-devi', 'http://news.stanford.edu/news/2014/october/sound-powered-chip-10-15-14.ht']"
714,S13-169_system-and-method-for-developing,63269,A computerized system capable of supporting at least two independent and parallel processes that feed into an alignment engine which in turn feeds into a ...,Web search engine; Poverty; Affordance; Chronic poverty; Anxiety disorder; Dissociation (psychology); ,"System and method for developing custom solutions based on modeling of interaction patterns of groups ""Yo Soy""",['http://http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20150039289.PGNR.&OS=DN/20150039289&RS=DN/201500392']
715,S13-161_method-and-apparatus-for-sensing,63268,Stanford researchers at the Khuri-Yakub Lab have developed a new sensor topology that will enable high-resolution touch sensing and reliable authentication on portable electronics.   This ...,Touchscreen; Smartphone; Fingerprint recognition; Application-specific integrated circuit; Biometrics; Fingerprint; ,Method and Apparatus for Sensing Touch,[]
716,S13-156_a-non-invasive-means-for-reducing,63267,Dr. Craig Heller and Dr. Dennis Grahn have developed a non-invasive heat transfer system that can be used to reduce thermal stress and help maintain ...,Mammal; Pinna (anatomy); Glabrousness; ,A non-invasive means for reducing thermal stress in mammals,[]
717,S13-152_wedge-geometry-for-a-dynamic,63266,Stanford researchers at the Pelc Lab have developed a method to personalize radiation exposure in CT scans to the specific patient and clinical indication. This ...,Geometry; Attenuation; X-ray computed tomography; Bow tie; Modulation; Variance; Spectral imaging; X-ray tube; Abdomen; Isotropy; Material selection; Medical physics; Preprint; ,Wedge geometry for a dynamic attenuator in CT,"['http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20140192950.PGN', 'http://scitation.aip.org/content/aapm/journal/medphys/40/3/10.1118/1.47896', 'http://scitation.aip.org/content/aapm/journal/medphys/41/2/10.1118/1.48620', 'http://dx.doi.org/10.1118/1.48757', 'http://iopscience.iop.org/0031-9155/59/11/28']"
718,S13-149_neurexin-1alpha-knockout-mouse,63265,Mouse model used to replicate a gene mutation that has been repeatedly observed in autism and schizophrenia patients.  This invention is jointly owned with UT ...,Schizophrenia; Mutation; ,Neurexin-1alpha knockout mouse model of autism and schizophrenia,[]
719,S13-144_wnt-peptide-pharmacophore,63264,Researchers in Dr. K. Christopher Garcia’s lab have produced a small cyclic peptide that mimics the binding activity of Wnt for Frizzled and is the ...,Wnt signaling pathway; Peptide; Pharmacophore; Christopher Garcia; Cyclic peptide; Vertebrate; Invertebrate; Cell growth; Receptor (biochemistry); Tumor; Drug design; Surface plasmon resonance; ,Wnt peptide pharmacophore,[]
720,S13-139_ultrafast-multifocal-multiphoton,63263,Stanford researchers have developed an ultrafast multi-foci two-photon microscope system that aims at 1 kHz full frame rate with 500x500 μm 2  field of view ...,Field of view; Laser; Image processing; Algorithm; Fluorescence; In vivo; Photon; ,Ultrafast Multifocal Multiphoton Microscope,['http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220150157210%22.PGNR.&OS=DN/20150157210&RS=DN/201501572']
721,S13-138_4-in-1-plasmid-for-efficiently,63262,Stanford researchers developed a single plasmid reprogramming system called CoMiP carrying codon optimized sequences of the canonical reprogramming factors (OKSM) and short hairpin RNA against ...,Induced pluripotent stem cell; Plasmid; Genetic code; Small hairpin RNA; P53; Mouse; Transfection; Electroporation; Vector (molecular biology); Myc; LIN28; Homeobox protein NANOG; Peripheral blood mononuclear cell; Inhibitory postsynaptic potential; Antibacterial; Stem cell; Fibroblast; Keratinocyte; Cell potency; ,4-in-1 Plasmid for Efficiently Generating iPS Cells,['http://dx.doi.org/10.1038/srep080']
722,S13-137_markers-for-the-detection-of-human,63261,Stanford researchers have developed methods for genetic and epigenetic diagnosis of embryos to determine those of which are more likely to be chromosomally normal and ...,Epigenetics; Embryo; In vitro fertilisation; Cryonics; Preimplantation genetic diagnosis; Zygote; Blastocyst; Blastomere; ,Markers for the Detection of Human Embryo Developmental Quality,['http://hmg.oxfordjournals.org/content/23/18/49']
723,S13-136_low-work-function-mechanically-and,63260,"Stanford researchers have demonstrated the design and the fabrication process for a mechanically and thermally robust, low work-function emitter that achieves thermal isolation from the ...",Electrode; Thermal radiation; Tungsten; Work function; Strontium oxide; Electronvolt; Electric current; Thermionic emission; Electron; Urban density; Concentrated solar power; Silicon carbide; Microelectromechanical systems; ,"Low Work-function, Mechanically and Thermally Robust Emitter for Thermionic Energy Converters","['http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6766179&isnumber=43579', 'http://pubs.acs.org/doi/abs/10.1021/jp41205']"
724,S13-135_improved-optogenetic-inhibition,63259,Researchers in Prof. Karl Deisseroth’s laboratory have developed a system to enhance optogenetic pumps using one tool to address current limitations in both inhibition and ...,Sodium channel; Action potential; Antidromic; Axon; Optogenetics; Peripheral nervous system; Neuron; Opsin; Neural pathway; Electric current; Developmental biology; ,Improved optogenetic inhibition,"['http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20160045599.PGNR.&OS=DN/20160045599&RS=DN/201600455', 'http://patentscope.wipo.int/search/en/WO20141793']"
725,S13-130_passive-miniature-wireless-pressure,63258,"Stanford researchers have developed a new strategy for designing, making and collecting data from a passive (non-powered), flexible pressure sensor for intra-cranial pressure (ICP) monitoring ...",Intracranial pressure; Tissue (biology); Urinary system; Small form factor; ,Passive Miniature Wireless Pressure Sensor for Bio-monitoring,"['http://dx.doi.org/10.1038/ncomms60', 'http://engineering.stanford.edu/news/stanford-team-invents-sensor-uses-radio-waves-detect-subtle-changes-pressu']"
726,S13-125_coating-of-electronic-thin-films,63257,Stanford researchers have developed a novel printing method (called  FLUENCE  (fluid-enhanced crystal engineering) which provides high quality thin films with controlled morphology and crystalline structure. ...,Thin film; Crystal engineering; Flexible electronics; Semiconductor; Organic semiconductor; Crystal structure; ,Coating of Electronic Thin Films,"['http://www.nature.com/nmat/journal/vaop/ncurrent/full/nmat3650.ht', 'http://www.nature.com/nature/journal/v480/n7378/abs/nature10683.ht']"
727,S13-120_visualization-of-heart-wall-tissue,63256,Stanford researchers have developed advanced optical techniques using multispectral and fluorescent imaging to improve visualization of ablation lesions and other features related to the health ...,Multispectral image; Atrial fibrillation; ,Visualization of Heart Wall Tissue,[]
728,S13-118_atom-interferometer-for-high,63255,"This patented “point source” interferometer is designed to precisely sense intertial force with a simple physical configuration suitable for portable field devices such as gyrocompasses, ...",Atom interferometer; Electromagnetic radiation; Interferometry; Gyrocompass; Metrology; Acceleration; Phase (waves); Inertial measurement unit; Inertial navigation system; Atom; ,Atom interferometer for high precision navigation and gravity sensing,['http://prl.aps.org/pdf/PRL/v111/i8/e0830']
729,S13-113_super-resolution-for-light-field,63254,Light field microscopy (LFM) is a new technique for high-speed volumetric imaging of weakly scattering or fluorescent specimens. It employs an array of microlenses to ...,Particle image velocimetry; Fluorescence; Microlens; Angular resolution; Three-dimensional space; Microscopy; Computer vision; Graphics processing unit; Reconstruction algorithm; Optical sectioning; Spatial frequency; Algorithm; Micrometre; Objective (optics); Image resolution; Clinical pathology; Deconvolution; ,Super Resolution for Light Field Microscopy,['http://dx.doi.org/10.1364/OE.21.0254']
730,S13-111_high-gain-thompson-scattering-x-ray,63253,SLAC researchers have discovered a novel approach to generating coherent x-rays with 10 9  to 10 10  photons and femtoseconds duration per laser pulse. This ...,X-ray; Photon; Femtosecond; Microstructure; Thomson scattering; ,High-Gain Thompson-Scattering X-Ray Free-Electron Laser by Time-Synchronic Laterally Tilted Optical Wave,['http://prl.aps.org/abstract/PRL/v110/i6/e0648']
731,S13-104_a-novel-x-ray-position-detector-and,63252,The continued evolution to lower emittance synchrotrons and smaller beam size places greater demands on X-ray beam position stability at the experimental stations.  Stability in ...,Optics; Micrometre; Stanford Synchrotron Radiation Lightsource; Servomechanism; ,A Novel X-Ray Position Detector and Implementation in a Mirror Pointing Servo System,[]
732,S13-097_tools-for-career-readiness,63251,A team from Stanfords Career Development Center has created a software program that comprises a series of online activities and guided reflections for career ...,,"Tools for Career Readiness, Exploration, and Evaluation",[]
733,S13-096_chondrogenic-differentiation-of,63250,"Researchers in Dr. Heike Daldrup-Link’s lab have developed a simplified and efficient approach for generating chondrocytes from human induced pluripotent stem cells (hiPSCs), which avoids ...",Chondrogenesis; Induced pluripotent stem cell; Chondrocyte; Embryoid body; Osteoarthritis; Hyaline cartilage; Mesenchymal stem cell; ,Chondrogenic differentiation of induced pluripotent stem cells,"['http://link.springer.com/article/10.1007%2Fs12015-014-9581', 'http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220140271616%22.PGNR.&OS=DN/20140271616&RS=DN/201402716']"
734,S13-095_selective-modulation-of-anxiety,63249,Researchers in Dr. Karl Deisseroth’s lab have developed a selective approach to treat anxiety.  Anxiety is characterized by several features that are coordinately regulated by ...,Stria terminalis; Anxiolytic; Neural pathway; ,Selective modulation of anxiety features,"['http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20160038764.PGNR.&OS=DN/20160038764&RS=DN/201600387', 'https://www.google.com/patents/WO2014144409A1?cl=en&dq=PCT/US2014/028807&hl=en&sa=X&ei=WiNJVKbTBKf2iQLImYCoAQ&ved=0CB0Q6AEw', 'http://dx.doi.org/10.1038/nature120', 'http://dx.doi.org/10.1038/nature120']"
735,S13-091_rf-window-to-be-used-in-high-power,63247,SLAC researchers have designed a pill box style RF window with elliptical joint between the circular and rectangular guide.  Joint geometry is optimized to create ...,Radio frequency; Directed-energy weapon; Watt; S band; Klystron; Particle accelerator; ,RF window to be used in high power microwave systems,['http://slac.stanford.edu/pubs/slacpubs/15250/slac-pub-15459.p']
