,fileslug,id,sf_abstract,tags,title,link
148,S16-046_topical-mc1r-agonists-to-induce,239726,Stanford researchers have developed small molecule therapeutics that induce melanin production for treating skin disorders. Melanin is produced in response to activation of the melanocortin-1 ...,Melanocortin 1 receptor; Agonist; Melanin; Melanocortin; Melanocyte; DNA; Vitiligo; Ultraviolet; Urticaria; Xeroderma pigmentosum; ,Topical MC1R agonists to induce skin pigmentation as treatment for skin disorders,[]
149,S12-379_ultra-high-throughput-protein,239725,"Researchers in Prof. William Greenleafs lab have developed methods to produce massively parallel arrays displaying up to billions of different functional proteins, peptides or ...",William Greenleaf; Massively parallel (computing); Assay; Recombinant DNA; DNA sequencing; Antibody; Protein engineering; Directed evolution; Functional genomics; Microarray; DNA; Music sequencer; ,Ultra High-Throughput Protein Arrays,"['https://www.biorxiv.org/content/early/2018/06/08/3428', 'https://doi.org/10.1101/34280']"
150,S15-228_cmos-compatible-single-crystal,239724,"Researchers in Profs. Jonathan Fan and Jim Plummer’s laboratory have developed a generalized, CMOS-compatible process to fabricate single crystal metal components on amorphous insulator substrates. ...",Insulator (electricity); Epitaxy; Crystal growth; Micrometre; Polycrystal; Integrated circuit; Plasmon; Electromigration; Platinum; Electron backscatter diffraction; Scanning electron microscope; Microstructure; Electrophysiology; Electrode; Metamaterial; Thin film; Waveguide; Nonlinear optics; Cathode; Electron gun; Electrical resistivity and conductivity; Scattering; Fatigue (material); ,CMOS-Compatible Single Crystal Metal Growth,['http://www.pnas.org/content/115/4/6']
151,S17-497_machine-learning-analysis-of-non,239723,"Stanford researchers have developed an algorithmic machine learning framework to detect and analyze epigenetic signatures present in whole genome cell-free DNA sequencing data, which provides ...",DNA; Algorithm; Epigenetics; Restriction digest; Aneuploidy; Neurodegeneration; Metabolic pathway; Prognosis; ,Machine learning analysis of non-invasive Cell-Free DNA (cfDNA) for use as a diagnostic,[]
152,S17-438_enabling-markerless-image-guided,239715,"Stanford researchers at the Lei Xing Lab have pioneered the use of deep learning for markerless, real-time localization of tumor targets for image-guided radiation therapy. ...",Image-guided radiation therapy; X-ray computed tomography; Fiducial marker; Convolutional neural network; Reverse Polish notation; Radiation therapy; Pancreatic cancer; Radio frequency; Stereoscopy; ,Enabling markerless image-guided patient setup and interventions by deep learning,[]
153,S17-403_rf-ultrasound-relay-for-wireless,239709,"Researchers in Prof. Amin Arbabian’s laboratory have developed a modular RF-Ultrasound architecture to download data, upload data or wirelessly charge devices implanted deep in the ...",Radio frequency; Transceiver; Ultrasound; Piezoelectricity; Drug delivery; ,RF-Ultrasound Relay for Wireless Power and Signaling to Implanted Devices,['https://engineering.stanford.edu/magazine/article/how-implants-powered-ultrasound-can-help-monitor-heal']
154,S18-198_continuous-glucose-monitoring,239708,Stanford researchers have developed a method of assigning a “glucotype” to patients based on their temporal glycemic patterns.  This algorithm classifies people with glycemic dysregulation ...,Algorithm; Etiology; ,Continuous glucose monitoring classification algorithm to identify glucotypes at diabetes risk,[]
155,S10-100_highly-s1r-selective-pet-mr-imaging,239487,"Radioligands selective for sigma-1 receptors (S1Rs) have the potential to non-invasively detect and monitor various pathologies, including neurodegenerative diseases and cancer. Researchers at Stanford University ...",Positron emission tomography; Sigma-1 receptor; Neurodegeneration; Radioligand; Lead compound; Isotopes of carbon; Fluorine-18; Isotopic labeling; Magnetic resonance imaging; PET/MRI; Sciatic nerve; Haloperidol; Autoradiograph; Immunohistochemistry; Receptor (biochemistry); Neuropathic pain; Squirrel monkey; ,Highly S1R-selective PET/MR imaging for localizing and managing pain treatment,"['https://www.ncbi.nlm.nih.gov/pubmed/288247', 'http://jnm.snmjournals.org/content/58/supplement_1/7', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC457397', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC417010', 'https://pubs.acs.org/doi/abs/10.1021/jm30037']"
156,S14-043_optogenetics-system-for-high-speed,239486,"Researchers in Prof. Karl Deisseroth’s laboratory have developed a highly precise, scalable optical system for imaging or controlling thousands of individual neurons in the 3D ...",Optogenetics; Neuron; Fluorescence microscope; Spatial light modulator; Laser; Neuroprosthetics; Holography; Microsecond; Neuroimaging; Biological neural network; Prosthesis; Refresh rate; Cortical column; ,"Optogenetics System for High-Speed, Precise Imaging and Control of Neuronal Circuits in Live Animals",[]
157,S15-304_low-cost-atmospheric-electron,239483,"Stanford University and University of British Columbia researchers are developing a low-cost electron microscope with the performance of a $60,000 tabletop SEM. With a target ...",Scanning electron microscope; Vacuum tube; Vacuum; Carbon nanotube; Nanoelectronics; ,Low-Cost Atmospheric Electron Microscope,['https://patents.google.com/patent/US9859097B']
158,S17-318_patterned-and-instrumented,239482,Researchers in Dr. Cutkoskys laboratory have invented a technology that allows industrial robots and grippers to handle very soft or delicate objects.  Effective handling ...,Adhesive; Industrial robot; Grippers; Force; ,Patterned and instrumented directional adhesives for enhanced gripping with industrial manipulators,['https://ieeexplore.ieee.org/document/826087']
159,S14-354_gene-signature-to-predict-outcome,239481,"A team of Stanford researchers has identified and validated a specific 12-gene signature that could predict metastasis, disease course and survival for patients with hepatocellular ...",Metastasis; Hepatocellular carcinoma; Incidence (epidemiology); Gene expression profiling; Clinical trial; Prognosis; ,Gene Signature to Predict Outcome and Metastasis in Hepatocellular Carcinoma,['https://patents.google.com/patent/WO2017044694A2/en?oq=20170446']
160,S16-371_therapeutic-agents-to-treat-cancer,239473,Disease indication  - Cancer and neurodegenerative diseases.   Drug format  - Engineered proteins which could be administered either directly or through nucleic acids/cells that express the ...,Carcinogenesis; Neurodegeneration; Nucleic acid; Small molecule; Antibody; CLCF1; Pre-clinical development; Biological agent; Mouse; Non-small-cell lung carcinoma; Peptide; Tumor; Receptor (biochemistry); Cytokine; Interleukin 6; Cell growth; Leukemia inhibitory factor receptor; Glycoprotein 130; STAT3; Fibroblast; Neuron; Neuroprotection; Motor neuron; Agonist; Receptor antagonist; Phosphorylation; Tumor suppressor gene; ,Therapeutic agents to treat cancer and neurodegenerative disease via a cell signaling target,[]
161,S16-373_inhibition-of-cntfr-signaling-in,239472,Disease indication  - Cancer and neurodegenerative diseases.   Drug format  - Engineered proteins which could be administered either directly or through nucleic acids/cells that express the ...,Carcinogenesis; Neurodegeneration; Nucleic acid; Small molecule; Antibody; CLCF1; Pre-clinical development; Biological agent; Mouse; Non-small-cell lung carcinoma; Peptide; Tumor; Receptor (biochemistry); Cytokine; Interleukin 6; Cell growth; Leukemia inhibitory factor receptor; Glycoprotein 130; STAT3; Fibroblast; Neuron; Neuroprotection; Motor neuron; Agonist; Receptor antagonist; Phosphorylation; Tumor suppressor gene; ,Inhibition of CNTFR signaling in treatment of cancer,[]
162,S18-021_oral-administration-of-fluorescent,239471,A team of researchers at Stanford and the University of Connecticut have developed a method to deliver contrast agents through a patient-friendly sublingual or buccal ...,Fluorescence; Sublingual administration; Intravenous therapy; Human gastrointestinal tract; Inflammation; Pharmacokinetics; Dye; Optical imaging; Photoacoustic imaging in biomedicine; Lymph node; Metastasis; Diabetic foot; Rheumatoid arthritis; Swallowing; ,Oral administration of fluorescent films for prolonged delivery of optical imaging agents,[]
163,S15-252_grid-scale-energy-storage-with-low,239349,Researchers in Prof. William Chueh’s laboratory have engineered a new ~4V battery system that combines the best of both the Na-S and Zn-Br batteries: the ...,Voltage; Flow battery; Electrolyte; Open-circuit voltage; Ion; Renewable energy; Aluminium oxide; Electrode; Electron; Power density; Watt; Redox; Potassium bromide; Microstructure; Corrosion; ,"Grid-scale energy storage with low-cost, high voltage, room temperature hybrid flow battery","['https://www.cell.com/joule/fulltext/S2542-4351(18)30168', 'https://news.stanford.edu/2018/07/19/liquid-metal-high-voltage-flow-battery-']"
164,S15-308_ganciclovir-analogues-as-anti,239338,Disease indication  –  CNS disorders including: • Neuroinflammation • Neurodegenerative diseases: Alzheimer’s disease; Parkinson’s disease • Multiple Sclerosis   Drug format  – Small molecule   Drug class ...,Ganciclovir; Neurodegeneration; Multiple sclerosis; Interferon; Immune system; Inflammation; Antiviral drug; Myeloid; Small molecule; Central nervous system; Innate immune system; Interferon type I; ,Ganciclovir analogues as anti-inflammatory agents to treat CNS disorders,['https://www.cell.com/neuron/fulltext/S0896-6273(17)31085']
165,S17-407_antagonistic-pneumatic-artificial,239337,"Engineers in Prof. Allison Okamura’s laboratory have developed “APAM”, a high stroke length linear pneumatic actuator that applies both pushing and pulling forces. APAM (“Antagonistic ...",Soft robotics; Pneumatics; Actuator; Stiffness; Hysteresis; Truss; Tetrahedron; Industrial robot; Linear actuator; Orthotics; Robotics; Haptic technology; ,Antagonistic Pneumatic Artificial Muscle (APAM) - High Extension Actuator for Soft Robotics,[]
166,S17-465_small-molecule-to-prevent,239336,"Disease indication  - Transplant rejection, including cell transplants (such as beta islets of the pancreas), tissue transplants (such as skin) and solid organ transplants (such ...",Transplant rejection; Pancreas; Organ transplantation; Hematopoietic stem cell transplantation; Immunotherapy; Nutraceutical; Heart transplantation; Immunosuppressive drug; Opportunistic infection; T cell; Antigen presentation; Immune system; Immunosuppression; Regulatory T cell; Ciclosporin; Prednisone; Tacrolimus; Mycophenolate mofetil; ,Small molecule to prevent transplant rejection,[]
167,S16-322_detection-algorithms-for,239335,Stanford inventors have developed a method to incorporate machine learning algorithms to apply to signal detection in communication system receivers.  These algorithms are able to ...,Machine learning; Algorithm; ,Detection Algorithms for Communication Systems in Unknown Environments,[]
168,S17-114_fully-water-soluble-fluorescence,239334,"Stanford researchers have invented a fully water-soluble, orange hydrazine sensor that can robustly quantify the toxin hydrazine in liquids such as drinking water, waste water ...",Hydrazine; Dye; Fluorescence; Solubility; Assay; Urinalysis; Diffusion; ,"Fully Water-Soluble, Fluorescence-Based, Synthetic Small-Molecule Hydrazine Sensor for Liquid Analysis",[]
169,S10-419_seizure-prediction-and-neurological,239324,Stanford researchers have developed an efficient system and method for accurate short time seizure prediction and effective therapeutics.  The therapeutics is based on close loop ...,Neurostimulation; Electrode; Epilepsy; Amplitude; ,Seizure Prediction and Neurological Disorder Treatment,"['http://www.sciencedirect.com/science/article/pii/S01650270110033', 'http://precedings.nature.com/documents/5398/version']"
170,S17-028_enhanced-homologous-recombination,239323,Researchers in Prof. Mark Kay’s laboratory have developed a versatile system that increases homologous recombination efficiency by knocking down certain genes/proteins at the time of ...,Homologous recombination; Genome; Small interfering RNA; Virus; FANCM; Transgene; Factor IX; CRISPR; Ku70; ,Enhanced homologous recombination efficiency for genome editing,['https://annualmeeting.asgct.org/UserFiles/file/AbstractsbySessionsFinal.p']
171,S12-328_optical-camera-tracking-system-for,239317,Stanford researchers at the Pelc Lab have developed a method to use an optical camera to sense the position of attenuating elements. A dynamic pre-patient ...,X-ray computed tomography; Dynamic range; ,Optical camera tracking system for a dynamic CT attenuator,['http://proceedings.spiedigitallibrary.org/proceeding.aspx?articleid=16696']
172,S13-493_core-holder-for-in-situ-fluid,239316,"Engineers in Prof. Anthony Kovscek’s laboratory have developed a patented, dual-function core holder apparatus that can be used in enhanced oil recovery (EOR) experiments to ...",Enhanced oil recovery; Imbibition; Core sample; X-ray computed tomography; Hydrocarbon; Porosity; Carbonate; ,Core holder for In Situ Fluid Analysis in Enhanced Oil Recovery Experiments,['https://www.onepetro.org/journal-paper/SPE-170811-']
173,S18-035_low-cost-durable-anode-to-split,239315,Summary:  Research in Prof. Hongjie Dai’s laboratory have developed a robust anode that directly converts alkaline seawater to hydrogen fuel at large current densities for ...,Anode; Seawater; Renewable energy; Hydrogen; Wind power; Water scarcity; Oxygen evolution; Desalination; Electrolysis of water; Catalysis; Cathode; Electrocatalyst; Voltage; Electrolyte; Hydrogen production; Oxygen; Chlorine; Ion; Sodium chloride; Operating temperature; Electrolysis; ,"Low-cost, durable anode to split seawater for efficient renewable energy storage",[]
174,S18-041_fast-fabrication-of-a-low-cost,239314,"Researchers in Prof. Hongjie Dai’s laboratory have developed a fast, simple electrodeposition method for making a highly-active, low-cost hydrogen evolution reaction catalyst for water splitting. ...",Catalysis; Hydrogen production; Renewable energy; Electroplating; Hydrogen; Water splitting; Electrolysis; Anode; Seawater; Platinum; Nickel; Chromium; ,"Fast fabrication of a low-cost, highly active catalyst for hydrogen production/renewable energy storage",[]
175,S17-327_functional-dyes-for-detection-of,239313,Researchers at Stanford have developed orally or topically administered near-infrared (NIR) dyes that can be used to improve the detection of premalignant lesions in the ...,Precancerous condition; Infrared; Dye; Endoscopy; Laparoscopic surgery; Tumor; ,Functional Dyes for detection of premalignant GI tract lesions,[]
176,S18-001_biomarker-for-diagnosing-autism,239312,Researchers in Prof. Karen Parker’s laboratory have discovered a biomarker that could enable an objective laboratory-based test for diagnosing autism spectrum disorders (ASD) and predicting ...,Biomarker; Autism spectrum; Neuropeptide; Vasopressin; Gene expression; Neurotypical; Cerebrospinal fluid; Oxytocin; Drug development; Tarará; Arginine; Primate; ,Biomarker for diagnosing autism spectrum disorder,"['http://med.stanford.edu/content/dam/sm/parkerlab/documents/Oztan-et-al-PNEC-2018.p', 'http://stm.sciencemag.org/content/10/439/eaam91', 'http://med.stanford.edu/news/all-news/2018/05/scientists-find-possible-autism-biomarker-in-cerebrospinal-fluid.ht']"
177,S16-388_bioconjugation-methods-using-click,239296,Researchers at Stanford have developed methods using click chemistry to immobilize and concentrate therapeutic factors on a tissue to improve wound healing.  Tissue regeneration is ...,Click chemistry; Wound healing; Biomolecule; Copper-free click chemistry; Residence time; nerve injury; Bioavailability; Ultraviolet; Collagen; ,Bioconjugation methods using click chemistry to enhance wound healing,['https://pubs.acs.org/doi/full/10.1021/acsami.7b052']
178,S17-020_magestic-a-high-efficiency,239294,"Researchers in the Stanford Genome Technology Center have developed a robust, high-throughput, high-efficiency functional genomics platform to generate precisely edited genome variant libraries and then ...",Cloning; Synthetic biology; Functional genomics; Genome; Multiplex (assay); Barcode; Nuclease; CRISPR; Phenotype; DNA; Microscopy; Metabolomics; Enzyme; Gene therapy; Genome engineering; Saccharomyces cerevisiae; Amino acid; Lipid signaling; Protein; Metabolic engineering; Assay; Quantitative trait locus; Single-nucleotide polymorphism; Mutation; Oligonucleotide synthesis; Genetic code; RNA; Plasmid; Bijection; ,"MAGESTIC - A High Efficiency, Massively Parallel Production of Genetically Engineered Clones for Functional Genomics and Synthetic Biology",['https://www.nature.com/articles/nbt.41']
179,S17-396_fluorescent-saccharide-sensors-for,239293,Researchers at Stanford have developed new fluorescent sensors to detect and monitor gastrointestinal (GI) permeability.  GI permeability can be correlated with the prognosis of GI ...,Carbohydrate; Digestive disease; Fluorescence; Human gastrointestinal tract; Prognosis; Urine; ,Fluorescent saccharide sensors for early detection of gastrointestinal diseases,[]
180,S17-352_turboid-and-miniturbo-engineered,239291,"Researchers at Stanford have engineered two promiscuous biotin ligases for non-toxic, efficient proximity labeling (PL) in living cells and organisms.  PL is a powerful technique ...",Biotin; Organelle; Protein; Enzyme; Endogeny; Mass spectrometry; Adenosine monophosphate; Active site; Cell culture; Caenorhabditis elegans; Protein–protein interaction; Norbert Perrimon; Directed evolution; Preprint; ,TurboID and miniTurbo- engineered promiscuous biotin ligases for efficient proximity labeling in living cells and organisms,['http://dx.doi.org/10.1101/1969']
181,S17-219_transient-mrna-based-cell,239289,"The radical growth in population over 65, projected at 1.6 billion by 2050, entails increase health care costs devoted to the treatment of disease and ...",Blood transfusion; Heterochrony; Parabiosis; Cytokine; Polymerase chain reaction; Induced pluripotent stem cell; Blastocyst; Osteoporosis; Messenger RNA; Fibroblast; Endothelium; ,Transient mRNA-based cell reprogramming for reversing aging in human cells and tissues,[]
182,S15-422_cardiomyopathy-biomarker-for,239287,Stanford researchers from Prof. Helen Blau’s laboratory have discovered that telomere length can be used as a diagnostic biomarker for cardiomyopathy or in drug screening ...,Cardiomyopathy; Telomere; Cardiac muscle; Mutation; Cardiac dysrhythmia; Fluorescence; Nucleic acid thermodynamics; Assay; Histology; Induced pluripotent stem cell; Clinical trial; Drug development; Drug discovery; Idiopathic; ,Cardiomyopathy biomarker for diagnostics and drug discovery assays,"['https://doi.org/10.1016/j.diff.2018.02.0', 'https://patents.google.com/patent/WO2017147132A1/en?oq=WO2017147132']"
183,S17-052_improved-antibody-therapy-for,239286,"Disease indication:   Multiple sclerosis (MS)/autoimmune demyelinating disease     Potential indications:  other autoimmune disorders (e.g. inflammatory bowel disease, type 1 diabetes, rheumatoid arthritis, psoriasis) cosmetic/tattoo removal    Drug ...",Antibody; Multiple sclerosis; Demyelinating disease; Inflammatory bowel disease; Rheumatoid arthritis; Psoriasis; Mouse; Encephalomyelitis; Receptor (biochemistry); Agonist; Fibronectin; Opportunistic infection; Brain; Leukoencephalopathy with vanishing white matter; Progressive multifocal leukoencephalopathy; B cell; Central nervous system; Lymphocyte; Immune system; Cytometry; Myeloid; Macrophage; T cell; ITGA7; Glatiramer acetate; Interferon beta-1a; Interferon beta 1b; Mitoxantrone; Natalizumab; Combined oral contraceptive pill; Inflammation; Neurodegeneration; ,Improved antibody therapy for multiple sclerosis and other autoimmune diseases,['http://dx.doi.org/10.1038/s41593-018-0100']
184,S17-466_lpm-3d-cell-culture-media-to-grow,239285,"Researchers at Stanford and their colleagues have developed cell culture media, known as LPM-3D, to grow a pure population of multipotent lung stem cells in ...",Cell culture; SOX9; Cell potency; Lung; Karyotype; Pulmonary alveolus; ,LPM-3D: Cell culture media to grow and expand Sox9<sup>+</sup> multipotent mouse lung stem cells,"['http://dx.doi.org/10.1038/nmeth.44', 'https://med.stanford.edu/news/all-news/2017/11/researchers-find-lung-stem-cell-heal-lung-injury-in-mice.ht']"
185,S18-018_lens-array-for-the-patterning-of,239284,"Stanford researchers have introduced a new, low cost concept in maskless lithography; close-packed lenslet arrays that can be tuned to pattern arrays of arbitrary shapes. ...",Lens (optics); Photoresist; Maskless lithography; Solar cell; Lenslet; Perovskite; Microcell; Ultraviolet; Electrode; Anti-reflective coating; Organic solar cell; Copper indium gallium selenide; Inkjet printing; Injection molding; ,Lens array for the patterning of photoresist by maskless lithography for solar cells,[]
186,S18-097_client-sided-logic-programming,239282,Stanford inventors have developed a platform which enables the creation of smart web applications.  This platform is composed of three distinct components:      A Logic Layer ...,Logic programming; HTML; Web application; ,Client sided logic programming library for creating and configuring HTML pages.,[]
187,S17-250_car-t-cell-therapy-to-treat-h3k27m,239275,Researchers at Stanford have developed a chimeric antigen receptor (CAR) T cell immunotherapy method to treat gliomas with histone 3 K27M (H3K27M) mutations.  H3K27M mutated ...,T cell; Glioma; Antigen; Immunotherapy; Histone H3; Mutation; Childhood cancer; Radiation therapy; GD2; Ganglioside; Xenotransplantation; Clinical trial; Bioluminescence; Tumor; Central nervous system; ,CAR T cell therapy to treat H3K27M midline gliomas,['https://www.nature.com/articles/s41591-018-0006']
188,S16-409_methods-to-promote-bone-healing-in,239257,Researchers at Stanford have developed methods to promote bone healing in people with diabetes.  Diabetes is a chronic metabolic disease associated with many clinical complications ...,Bone healing; Hedgehog signaling pathway; Stem cell; Bone; Mouse; ,Methods to promote bone healing in patients with diabetes,"['http://dx.doi.org/10.1126/scitranslmed.aag28', 'https://med.stanford.edu/news/all-news/2017/01/diabetes-impairs-activity-of-bone-stem-cells-in-mice.ht', 'https://patentscope.wipo.int/search/en/detail.jsf;jsessionid=744F426C113EB7BE998EB23372C912BB.wapp1nC?docId=WO20181294']"
189,S16-001_light-activated-linkage-of,239254,Researchers at Stanford have developed methods of immobilizing and concentrating therapeutic factors on a tissue to improve wound healing in challenging situations.  Tissue regeneration is ...,Biomolecule; Wound healing; Residence time; Cornea; Chronic wound; Stroma of cornea; ,Light-activated linkage of biomolecules to tissues.,"['https://patentscope.wipo.int/search/en/detail.jsf?docId=WO20171326', 'http://iovs.arvojournals.org/article.aspx?articleid=2636923&resultClick', 'https://pubs.acs.org/doi/abs/10.1021/acs.biomac.7b008']"
190,S17-200_methods-to-promote-eye-wound,239249,Researchers at Stanford have developed methods to improve eye wound healing.  The cornea (the outermost tissue of the eye) is highly vulnerable to the blinding ...,Wound healing; Cornea; Antibacterial; Stem cell; Cytokine; Hyaluronan; Gel; Trauma (medicine); Stevens–Johnson syndrome; Biocompatibility; Cross-link; Collagen; ,Methods to promote eye wound healing,['https://pubs.acs.org/doi/10.1021/acs.biomac.7b008']
191,S17-367_nk-cell-based-therapies-to-treat,239236,Researchers at Stanford have developed methods to classify and treat MYC-driven hematopoietic cancers.  The MYC oncogene drives the proliferation and survival of many hematopoietic cancers. ...,Lymphoma; Haematopoiesis; Myc; Chemotherapy; Immune system; Biomarker; Immunotherapy; Non-Hodgkin lymphoma; Diffuse large B-cell lymphoma; T cell; Acute lymphoblastic leukemia; ,NK-cell based therapies to treat MYC-driven lymphomas,[]
192,S17-138_system-and-device-for-improved,239232,Stanford researchers have demonstrated a new passive cavitation mapping algorithm based on sound localization of multiple scatters of cavitation. It shows improved resolution as compared ...,Ultrasound; Cavitation; Algorithm; Sound localization; Beamforming; Point spread function; Transducer; Bandwidth (signal processing); Drug delivery; Medical ultrasonography; ,System and device for improved ultrasound cavitation mapping,"['https://ieeexplore.ieee.org/document/8092432/metri', 'https://ieeexplore.ieee.org/document/809249']"
193,S17-178_low-cost-power-efficient-scalable,239231,"Engineers in Prof. Amir Safavi-Naeini’s laboratory have developed an inexpensive, on-chip optomechanical system that harnesses sound waves to form and direct a beam in free-space, ...",Beam steering; Antenna (radio); Phased array; Monochrome; Sound; Microelectronics; Silicon on insulator; Photonics; Piezoelectricity; Waveguide; Wavelength; Watt; Laser; LIDAR; Robotics; Holography; Light field; Optical interconnect; Aperture; Nanosecond; Bandwidth (signal processing); Signal-to-noise ratio; Heterodyne; Optical power; Microwave; Photodetector; Multiplexing; Van; ,"Low cost, power efficient, scalable beam steering for photonic circuits",['https://arxiv.org/abs/1710.041']
194,S07-332_a-method-of-3d-position-estimation,239174,Several linear accelerator vendors have systems with single x-ray imager. A single x-ray imager presents a challenge to estimate 3D positioning. A method to estimate ...,Radiation therapy; ,A method of 3D position estimation with a single x-ray imager utilizing the target probability density,['http://www.ncbi.nlm.nih.gov/pubmed/186605']
195,S16-405_gene-therapy-for-muscle-improvement,239173,Stanford researcher Michele Calos has developed plasmid DNA-based methods of gene therapy for muscular dystrophies.  Muscular dystrophies are a group of genetic muscle diseases.  The ...,Gene therapy; Plasmid; Muscular dystrophy; Adeno-associated virus; DNA; Immunogenicity; Electroporation; Dysferlin; Follistatin; Mouse; Limb-girdle muscular dystrophy; Duchenne muscular dystrophy; Sarcopenia; ,Gene therapy for muscle improvement,['https://doi.org/10.1016/j.omtm.107.10.00']
196,S16-032_use-of-sterile-inflammation-to,239161,"Researchers at Stanford have developed methods to prevent or treat peritoneal adhesions.  Adhesions, fibrous tissue that forms as a result of aberrant peritoneal healing, commonly ...",Adhesion (medicine); Chronic pain; Infection; Inflammation; ,Use of Sterile Inflammation to Treat Peritoneal Adhesions,[]
197,S16-048_exosome-total-isolation-chip-exotic,239160,"Researchers at Stanford have developed an inexpensive, rapid and efficient method to isolate a high yield of pure exosomes from a wide range of clinical ...",Exosome (vesicle); Urine; Tumor; Biomarker; Protein; Nucleic acid; Cancer staging; Filtration; Mutation; Blood plasma; MicroRNA; Lung; Bronchoalveolar lavage; Microfluidics; ,Exosome-Total-Isolation-Chip (ExoTIC) Device for Identification of Exosome-based Biomarkers,['http://pubs.acs.org/doi/pdf/10.1021/acsnano.7b048']
198,S15-403_therapeutic-target-for-treating-age,239149,Researchers in Dr. Wyss-Coray’s lab have identified a new therapeutic avenue for treatment of age-related neurodegenerative diseases.   Cerebrovascular changes and inflammation are key features of ...,Neurodegeneration; Inflammation; Protein; Central nervous system; Frontotemporal dementia; Multiple sclerosis; Neurogenesis; Microglia; VCAM-1; Blood–brain barrier; Michelle Chen; ,Therapeutic target for treating age-related neurodegenerative diseases,['https://doi.org/10.1101/2421']
199,S17-185_therapeutic-to-treat-endometriosis,239147,Researchers at Stanford have potentially identified a new therapeutic to treat endometriosis-related pain and shrink endometrial cyst size.  Approximately one in ten women of reproductive ...,Cyst; Endometriosis; Non-steroidal anti-inflammatory drug; ALDH2; ,Therapeutic to treat endometriosis-related pain,[]
